rxn_smiles,ea
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:36]([H:37])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([H:26])([H:27])([H:28])[C:35]([C:24]([H:29])([H:30])[H:31])[C:25]([H:32])([H:33])[H:34]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:36]([C:35]([C:23]([H:26])([H:27])[H:28])([C:24]([H:29])([H:30])[H:31])[C:25]([H:32])([H:33])[H:34])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:37],9.9
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n:6][c:7]([H:13])[c:27]1[H:28])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[n:6][c:7]([H:13])[c:27]1[C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])([H:8])([H:9])[H:10].[H:28],21.0
[F:14][C:17]([H:15])[H:16].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:9]([H:13])[c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:9]([H:13])[c:8]([H:12])[c:7]([H:11])[c:6]([H:10])[c:18]1[C:17]([F:14])([H:15])[H:16].[H:19],16.0
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],14.5
[C:10]([F:11])([F:12])([F:13])[C:16]([H:14])[H:15].[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:17]([H:18])[c:7]([H:9])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:17]([C:16]([C:10]([F:11])([F:12])[F:13])([H:14])[H:15])[c:7]([H:9])[s:8]1.[H:18],17.7
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([H:19])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[F:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([C:17]([F:14])([H:15])[H:16])[n:6][c:7]1[H:13])([H:8])([H:9])[H:10].[H:19],13.8
[C:14]([H:16])([H:17])([H:18])[C:23]([C:15]([H:20])([H:21])[H:22])[H:19].[C:1]([O:2][c:3]1[c:4]([H:11])[c:24]([H:25])[n:5][c:6]([H:12])[c:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:24]([C:23]([C:14]([H:16])([H:17])[H:18])([C:15]([H:20])([H:21])[H:22])[H:19])[n:5][c:6]([H:12])[c:7]1[H:13])([H:8])([H:9])[H:10].[H:25],19.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:30]([H:31])[c:7]([H:19])[o:8]1)([H:9])([H:10])[H:11].[C:20]([H:22])([H:23])([H:24])[C:29]([C:21]([H:26])([H:27])[H:28])[H:25]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:30]([C:29]([C:20]([H:22])([H:23])[H:24])([C:21]([H:26])([H:27])[H:28])[H:25])[c:7]([H:19])[o:8]1)([H:9])([H:10])[H:11].[H:31],17.2
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7]([H:19])[c:24]([H:25])[n:8]1)([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7]([H:19])[c:24]([C:23]([H:20])([H:21])[H:22])[n:8]1)([H:9])([H:10])[H:11].[H:25],15.7
[C:12]([C:13]([F:14])([F:15])[F:16])([H:19])([H:20])[C:21]([H:17])[H:18].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:22]([H:23])[s:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:22]([C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])[s:6]1)([H:7])([H:8])[H:9].[H:23],17.4
[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:16]1[C:15]([F:12])([F:13])[F:14])([H:7])([H:8])[H:9].[H:17],15.2
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]([H:9])[c:18]([H:19])[n:8]1[H:10]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7]([H:9])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[n:8]1[H:10].[H:19],14.5
[C:12]([C:13]([F:14])([F:15])[F:16])([H:19])([H:20])[C:21]([H:17])[H:18].[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([H:23])[n:5]([H:11])[n:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:22]([C:21]([C:12]([C:13]([F:14])([F:15])[F:16])([H:19])[H:20])([H:17])[H:18])[n:5]([H:11])[n:6]1)([H:7])([H:8])[H:9].[H:23],20.3
[F:10][C:13]([H:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][o:8][c:14]1[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7][o:8][c:14]1[C:13]([F:10])([H:11])[H:12].[H:15],12.4
[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([H:16])[o:5][n:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([C:14]([F:11])([F:12])[H:13])[o:5][n:6]1)([H:7])([H:8])[H:9].[H:16],12.5
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([H:19])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[F:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([C:17]([F:14])([H:15])[H:16])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[H:19],14.3
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:27]([H:28])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n:7]1)([H:8])([H:9])[H:10].[H:28],16.8
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],19.4
[C:13]([C:14]([F:15])([F:16])[F:17])([H:20])([H:21])[C:22]([H:18])[H:19].[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([C:22]([C:13]([C:14]([F:15])([F:16])[F:17])([H:20])[H:21])([H:18])[H:19])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],17.1
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:31]([H:32])[c:7]([H:19])[n:8]1[H:20])([H:9])([H:10])[H:11].[C:21]([C:22]([F:23])([F:24])[F:25])([H:28])([H:29])[C:30]([H:26])[H:27]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:31]([C:30]([C:21]([C:22]([F:23])([F:24])[F:25])([H:28])[H:29])([H:26])[H:27])[c:7]([H:19])[n:8]1[H:20])([H:9])([H:10])[H:11].[H:32],22.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:24]([H:25])[o:7][n+:8]1[H:19])([H:9])([H:10])[H:11].[H:20][C:23]([H:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:24]([C:23]([H:20])([H:21])[H:22])[o:7][n+:8]1[H:19])([H:9])([H:10])[H:11].[H:25],10.5
[C:10]([H:13])([H:14])([H:15])[C:22]([C:11]([H:16])([H:17])[H:18])[C:12]([H:19])([H:20])[H:21].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:9])[s:7][n:6][c:23]1[H:24]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:9])[s:7][n:6][c:23]1[C:22]([C:10]([H:13])([H:14])[H:15])([C:11]([H:16])([H:17])[H:18])[C:12]([H:19])([H:20])[H:21].[H:24],17.6
[F:11][C:14]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7]([H:10])[c:15]([H:16])[n:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[n:7]([H:10])[c:15]([C:14]([F:11])([H:12])[H:13])[n:8]1.[H:16],15.4
[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:15]([H:16])[n:6]1)([H:7])([H:8])[H:9].[F:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[s:5][c:15]([C:14]([F:11])([H:12])[H:13])[n:6]1)([H:7])([H:8])[H:9].[H:16],11.2
[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:19]1[H:20])([H:8])([H:9])[H:10].[F:15][C:18]([H:16])[H:17]>>[C:1]([O:2][c:3]1[c:7]([H:14])[c:6]([H:13])[n+:5]([H:12])[c:4]([H:11])[c:19]1[C:18]([F:15])([H:16])[H:17])([H:8])([H:9])[H:10].[H:20],7.8
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([H:19])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[H:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:18]([C:17]([H:14])([H:15])[H:16])[c:6]([H:13])[n:7]1)([H:8])([H:9])[H:10].[H:19],22.1
[C:12]([H:15])([H:16])([H:17])[C:24]([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23].[C:1]([O:2][c:3]1[c:4]([H:10])[c:25]([H:26])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:25]([C:24]([C:12]([H:15])([H:16])[H:17])([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:26],8.6
[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:23]1[H:24])([H:7])([H:8])[H:9].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[c:6]([H:12])[n:5]([H:11])[c:4]([H:10])[c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:7])([H:8])[H:9].[H:24],13.3
[C:15]([F:16])([F:17])([F:18])[C:21]([H:19])[H:20].[C:1]([O:2][c:3]1[c:4]([H:11])[c:22]([H:23])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:22]([C:21]([C:15]([F:16])([F:17])[F:18])([H:19])[H:20])[c:5]([H:12])[c:6]([H:13])[n+:7]1[H:14])([H:8])([H:9])[H:10].[H:23],17.7
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:9]([H:13])[c:8]([H:12])[n+:7]([H:11])[c:6]([H:10])[c:25]1[H:26]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:9]([H:13])[c:8]([H:12])[n+:7]([H:11])[c:6]([H:10])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[H:26],24.5
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[n:6][n:5]([H:11])[c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6][n:5]([H:11])[c:4]([H:10])[c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])([H:7])([H:8])[H:9].[H:20],18.0
[C:1]([O:2][c:3]1[c:7]([H:14])[n+:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:19]1[H:20])([H:8])([H:9])[H:10].[F:15][C:18]([F:16])[F:17]>>[C:1]([O:2][c:3]1[c:7]([H:14])[n+:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:19]1[C:18]([F:15])([F:16])[F:17])([H:8])([H:9])[H:10].[H:20],10.7
[C:12]([H:15])([H:16])([H:17])[C:18]([F:13])[F:14].[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:19]([H:20])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:19]([C:18]([C:12]([H:15])([H:16])[H:17])([F:13])[F:14])[o:6]1)([H:7])([H:8])[H:9].[H:20],12.2
[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:16]1[C:15]([F:12])([F:13])[F:14])([H:7])([H:8])[H:9].[H:17],10.9
[C:19]([H:22])([H:23])([H:24])[C:25]([F:20])[F:21].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][c:26]([H:27])[o:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][c:26]([C:25]([C:19]([H:22])([H:23])[H:24])([F:20])[F:21])[o:8]1)([H:9])([H:10])[H:11].[H:27],11.0
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][n:7]([H:19])[c:6]([H:18])[c:31]1[H:32])([H:9])([H:10])[H:11].[c:20]1([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]([H:29])[c:30]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:8][n:7]([H:19])[c:6]([H:18])[c:31]1-[c:30]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29])([H:9])([H:10])[H:11].[H:32],16.4
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[n:8][c:9]([H:21])[c:32]1[H:33])([H:10])([H:11])[H:12].[C:22]([H:24])([H:25])([H:26])[C:31]([C:23]([H:28])([H:29])[H:30])[H:27]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[n:8][c:9]([H:21])[c:32]1[C:31]([C:22]([H:24])([H:25])[H:26])([C:23]([H:28])([H:29])[H:30])[H:27])([H:10])([H:11])[H:12].[H:33],20.7
[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[o:4][c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[o:4][c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([H:13])[H:14])([H:7])([H:8])[H:9].[H:20],11.3
[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:22]([H:23])[s:6]1)([H:7])([H:8])[H:9].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[n+:5]([H:11])[c:22](-[c:21]2[c:12]([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]2[H:20])[s:6]1)([H:7])([H:8])[H:9].[H:23],8.0
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[s:8][c:24]1[H:25])([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n+:7]([H:19])[s:8][c:24]1[C:23]([F:20])([F:21])[H:22])([H:9])([H:10])[H:11].[H:25],12.9
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])([H:7])([H:8])[H:9].[H:20],16.6
[C:12]([H:15])([H:16])([H:17])[C:24]([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23].[C:1]([O:2][c:3]1[c:4]([H:10])[c:25]([H:26])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:25]([C:24]([C:12]([H:15])([H:16])[H:17])([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:26],4.2
[C:19]([H:22])([H:23])([H:24])[C:25]([H:20])[H:21].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][c:26]([H:27])[o:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[n:7][c:26]([C:25]([C:19]([H:22])([H:23])[H:24])([H:20])[H:21])[o:8]1)([H:9])([H:10])[H:11].[H:27],14.1
[C:11]([H:14])([H:15])([H:16])[C:17]([H:12])[H:13].[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:18]([H:19])[o:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([H:12])[H:13])[o:6]1)([H:7])([H:8])[H:9].[H:19],13.3
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:24]([H:25])[s:8]1)([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[F:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:24]([C:23]([F:20])([F:21])[F:22])[s:8]1)([H:9])([H:10])[H:11].[H:25],12.4
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],11.6
[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([H:16])[n:5][s:6]1)([H:7])([H:8])[H:9].[H:11][C:14]([H:12])[H:13]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:15]([C:14]([H:11])([H:12])[H:13])[n:5][s:6]1)([H:7])([H:8])[H:9].[H:16],15.9
[C:12]([H:15])([H:16])([H:17])[C:18]([F:13])[F:14].[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([F:13])[F:14])([H:7])([H:8])[H:9].[H:20],12.2
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])([H:8])([H:9])[H:10].[H:26],10.5
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:30]([H:31])[o:8]1)([H:9])([H:10])[H:11].[C:20]([C:21]([F:22])([F:23])[F:24])([H:27])([H:28])[C:29]([H:25])[H:26]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:6]([H:18])[c:7]([H:19])[c:30]([C:29]([C:20]([C:21]([F:22])([F:23])[F:24])([H:27])[H:28])([H:25])[H:26])[o:8]1)([H:9])([H:10])[H:11].[H:31],16.9
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],6.7
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],11.7
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],10.6
[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:19]([H:20])[s:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:5]([H:11])[c:19]([C:18]([C:12]([H:15])([H:16])[H:17])([H:13])[H:14])[s:6]1)([H:7])([H:8])[H:9].[H:20],15.9
[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:22]([H:23])[o:6]1)([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:22](-[c:21]2[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]2[H:20])[o:6]1)([H:7])([H:8])[H:9].[H:23],8.7
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:30]([H:31])[o:8]1)([H:9])([H:10])[H:11].[C:20]([C:21]([F:22])([F:23])[F:24])([H:27])([H:28])[C:29]([H:25])[H:26]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:30]([C:29]([C:20]([C:21]([F:22])([F:23])[F:24])([H:27])[H:28])([H:25])[H:26])[o:8]1)([H:9])([H:10])[H:11].[H:31],15.9
[C:11]([H:14])([H:15])([H:16])[C:23]([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22].[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:24]1[H:25])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:24]1[C:23]([C:11]([H:14])([H:15])[H:16])([C:12]([H:17])([H:18])[H:19])[C:13]([H:20])([H:21])[H:22])([H:7])([H:8])[H:9].[H:25],21.9
